timestamp,icao24,callsign,latitude,longitude,baro_altitude,true_track,velocity,vertical_rate,squawk,geo_altitude,on_ground,last_contact,spi,position_source
2025-07-18T18:04:23.004597,ac4237,SWA4491 ,39.0949,-106.3113,8542.02,64.78,245.09,-8.78,,9090.66,False,1752883458,False,0
2025-07-18T18:04:23.004597,aca685,N914LD  ,39.8473,-104.0997,13106.4,249.07,220.32,0,,13769.34,False,1752883458,False,0
2025-07-18T18:04:23.004597,a296e5,,40.6102,-104.7447,1737.36,106.42,60.07,-0.98,,1798.32,False,1752883458,False,0
2025-07-18T18:04:23.004597,a0b801,,39.0213,-102.1221,8869.68,117.34,255.4,5.85,,,False,1752883458,False,0
2025-07-18T18:04:23.004597,a907a0,LN681HC ,39.6472,-105.3283,5882.64,247.57,165.85,9.43,,6240.78,False,1752883458,False,0
2025-07-18T18:04:23.004597,abfe52,,40.2906,-105.0453,2225.04,161.73,57.43,-0.33,,2301.24,False,1752883458,False,0
2025-07-18T18:04:23.004597,a3f701,,39.6208,-104.8563,1920.24,172.11,52.46,-2.93,,1981.2,False,1752883458,False,0
2025-07-18T18:04:23.004597,a8bdcb,AIRCORE3,39.8972,-103.7217,19171.92,308.66,3.29,5.53,,20132.04,False,1752883458,False,0
2025-07-18T18:04:23.004597,ad0074,,38.2929,-106.0861,10668,67.05,262.57,-0.33,,11292.84,False,1752883458,False,0
2025-07-18T18:04:23.004597,a25dcc,CXK461  ,39.356,-104.674,2628.9,14.25,33.44,-1.95,,2758.44,False,1752883458,False,0
2025-07-18T18:04:23.004597,a5ec61,,38.2829,-104.0802,10668,65.69,263.63,0,,11315.7,False,1752883458,False,0
2025-07-18T18:04:35.458949,a4d7e4,,39.2837,-105.7352,10058.4,133.76,252.88,0,,,False,1752883455,False,0
2025-07-18T18:04:35.458949,a2bb10,,40.227,-102.4803,9448.8,78.67,264.43,0,,9989.82,False,1752883464,False,0
2025-07-18T18:04:35.458949,adb8c0,,39.1678,-104.7216,2979.42,62.35,36.59,0.65,,3124.2,False,1752883461,False,0
2025-07-18T18:04:35.458949,a47332,N386SP  ,40.0397,-105.1506,2125.98,39.81,44.2,1.63,,2209.8,False,1752883461,False,0
2025-07-18T18:04:35.458949,a6ae97,,39.7793,-105.2197,2209.8,178.47,57.64,-1.3,,2293.62,False,1752883281,False,0
2025-07-18T18:04:35.458949,a1272d,,38.4206,-106.4312,10668,94,258.36,0,,11315.7,False,1752883183,False,0
2025-07-18T18:04:35.458949,a2248e,N237X   ,39.9747,-104.861,13106.4,263.05,229.59,0,,13723.62,False,1752883464,False,0
2025-07-18T18:04:35.458949,c07f02,WJA1572 ,38.186,-104.2077,11887.2,158.08,230.13,0.33,,12580.62,False,1752883468,False,0
2025-07-18T18:04:35.458949,a76f87,UAL688  ,37.5662,-108.1748,10698.48,68.99,268.37,4.23,,11308.08,False,1752883465,False,0
2025-07-18T18:04:35.458949,a5e6c3,N48FF   ,40.1636,-105.0967,2072.64,46.79,46.58,2.93,,2141.22,False,1752883458,False,0
2025-07-18T18:04:35.458949,a1afcf,,40.0069,-106.35,7901.94,273.56,174.22,4.55,,8343.9,False,1752883458,False,0
2025-07-18T18:04:35.458949,a4095f,,38.3298,-104.2874,11887.2,72.34,276.42,0,,12588.24,False,1752883468,False,0
2025-07-18T18:04:35.458949,a43e5e,,39.2062,-106.7564,11285.22,66.17,255.89,0.33,,11940.54,False,1752883468,False,0
2025-07-18T18:04:35.458949,a86407,,37.1541,-106.5863,12893.04,304.17,240,5.2,,13616.94,False,1752883464,False,0
2025-07-18T18:04:35.458949,aaaa64,,38.2393,-108.5846,11887.2,63.76,245.48,0,,12550.14,False,1752883461,False,0
2025-07-18T18:04:35.458949,ae4ed7,,38.6914,-104.7708,1828.8,175.5,45.93,-3.9,,1897.38,False,1752883461,False,0
2025-07-18T18:04:35.458949,acedf5,JSX9408 ,39.5538,-104.7382,5646.42,162.47,196.38,6.18,,5989.32,False,1752883468,False,0
2025-07-18T18:04:35.458949,a6bf31,,39.3752,-104.7572,2346.96,171.06,46.35,0.33,,2461.26,False,1752883444,False,0
2025-07-18T18:04:35.458949,a351c1,,40.4843,-104.5068,1905,126.64,77.58,2.93,,1958.34,False,1752883468,False,0
2025-07-18T18:04:35.458949,a67ef1,N5178S  ,40.0895,-104.7343,1981.2,104.3,54.15,0,,1988.82,False,1752883464,False,0
2025-07-18T18:04:35.458949,a13624,,38.6038,-104.3699,2560.32,24.5,44.66,-4.88,,2667,False,1752883468,False,0
2025-07-18T18:04:35.458949,ac4237,SWA4491 ,39.0969,-106.306,8519.16,64.79,242.79,-9.1,,9067.8,False,1752883467,False,0
2025-07-18T18:04:35.458949,aca685,N914LD  ,39.8462,-104.1033,13106.4,249.07,220.32,0,,13769.34,False,1752883467,False,0
2025-07-18T18:04:35.458949,a296e5,,40.6102,-104.7447,1737.36,106.42,60.07,-0.98,,1798.32,False,1752883458,False,0
2025-07-18T18:04:35.458949,a0b801,,39.0213,-102.1221,8869.68,117.3,252.4,3.9,,9410.7,False,1752883468,False,0
2025-07-18T18:04:35.458949,a907a0,LN681HC ,39.6472,-105.3283,5882.64,247.57,165.85,9.43,,6240.78,False,1752883461,False,0
2025-07-18T18:04:35.458949,abfe52,N872FS  ,40.2906,-105.0461,2225.04,169.79,58.02,-1.3,,2331.72,False,1752883468,False,0
2025-07-18T18:04:35.458949,a3f701,N3547L  ,39.6164,-104.8557,1905,176,51.57,-1.3,,1958.34,False,1752883468,False,0
2025-07-18T18:04:35.458949,a8bdcb,AIRCORE3,39.8972,-103.7218,19171.92,299.74,4.15,5.85,,20132.04,False,1752883468,False,0
2025-07-18T18:04:35.458949,ad0074,,38.2929,-106.0861,10668,67.05,262.57,-0.33,,11292.84,False,1752883461,False,0
2025-07-18T18:04:35.458949,a25dcc,CXK461  ,39.358,-104.6734,2598.42,14.83,36.19,-4.55,,2720.34,False,1752883468,False,0
2025-07-18T18:04:35.458949,a7f7a0,,38.6641,-104.6851,2369.82,359.4,97.75,0.33,,2468.88,False,1752883464,False,0
2025-07-18T18:04:35.458949,a17389,,39.1897,-103.1504,5661.66,102.76,123.43,2.93,,5951.22,False,1752883468,False,0
2025-07-18T18:04:35.458949,ac2c56,,37.1517,-102.7739,10972.8,249.13,210.86,0,,,False,1752883461,False,0
2025-07-18T18:04:35.458949,a5ec61,,38.2829,-104.0802,10668,65.69,263.63,0,,11315.7,False,1752883458,False,0
2025-07-18T18:04:35.458949,a949a4,NKS1062 ,38.3668,-107.9947,10980.42,249.64,212.91,0.33,,11628.12,False,1752883461,False,0
2025-07-18T18:04:35.458949,a0fbb7,,38.986,-102.6713,10553.7,288.35,215.72,-4.55,,,False,1752883461,False,0
2025-07-18T18:04:47.917743,a4d7e4,,39.2837,-105.7352,10058.4,133.76,252.88,0,,,False,1752883455,False,0
2025-07-18T18:04:47.917743,a2bb10,,40.2277,-102.4755,9448.8,78.67,264.43,0,,9989.82,False,1752883477,False,0
2025-07-18T18:04:47.917743,adb8c0,,39.1678,-104.7216,2979.42,62.35,36.59,0.65,,3124.2,False,1752883461,False,0
2025-07-18T18:04:47.917743,a47332,N386SP  ,40.0405,-105.1496,2133.6,40.24,43.8,1.95,,2217.42,False,1752883474,False,0
2025-07-18T18:04:47.917743,a6ae97,,39.7793,-105.2197,2209.8,178.47,57.64,-1.3,,2293.62,False,1752883281,False,0
2025-07-18T18:04:47.917743,a1272d,,38.4206,-106.4312,10668,94,258.36,0,,11315.7,False,1752883183,False,0
2025-07-18T18:04:47.917743,a4c2f8,,38.4018,-107.0879,10058.4,78.6,260.3,0.33,,,False,1752883477,False,0
2025-07-18T18:04:47.917743,ac287c,,39.8633,-105.2515,11285.22,85.87,264.6,0,,11932.92,False,1752883477,False,0
2025-07-18T18:04:47.917743,a2248e,N237X   ,39.9747,-104.861,13106.4,263.05,229.59,0,,13723.62,False,1752883464,False,0
2025-07-18T18:04:47.917743,c07f02,WJA1572 ,38.1567,-104.1927,11887.2,158.08,230.13,-0.33,,12580.62,False,1752883477,False,0
2025-07-18T18:04:47.917743,a76f87,UAL688  ,37.4371,-108.7476,10416.54,69.1,268.19,4.23,,11026.14,False,1752883477,False,0
2025-07-18T18:04:47.917743,a5e6c3,N48FF   ,40.1636,-105.0967,2072.64,46.79,46.58,2.93,,2141.22,False,1752883458,False,0
2025-07-18T18:04:47.917743,a1afcf,,40.0073,-106.3584,7917.18,273.56,174.22,4.55,,8343.9,False,1752883474,False,0
2025-07-18T18:04:47.917743,a4095f,,38.3298,-104.2874,11887.2,72.34,276.42,0,,12588.24,False,1752883471,False,0
2025-07-18T18:04:47.917743,a43e5e,UAL1776 ,39.2096,-106.7467,11285.22,66.32,256.16,0.33,,11940.54,False,1752883471,False,0
2025-07-18T18:04:47.917743,a86407,,37.1541,-106.5863,12893.04,304.17,240,5.2,,13616.94,False,1752883464,False,0
2025-07-18T18:04:47.917743,aaaa64,SWA2513 ,38.2427,-108.5759,11887.2,63.76,245.48,0,,12550.14,False,1752883471,False,0
2025-07-18T18:04:47.917743,ae4ed7,,38.6939,-104.7571,1973.58,175.5,45.93,-3.9,,1897.38,False,1752883469,False,0
2025-07-18T18:04:47.917743,acedf5,JSX9408 ,39.5538,-104.7382,5646.42,162.47,196.38,6.18,,5989.32,False,1752883468,False,0
2025-07-18T18:04:47.917743,a6bf31,,39.3752,-104.7572,2346.96,171.06,46.35,0.33,,2461.26,False,1752883444,False,0
2025-07-18T18:04:47.917743,a351c1,,40.4837,-104.5057,1905,126.64,77.58,2.93,,1958.34,False,1752883471,False,0
2025-07-18T18:04:47.917743,aaf260,,39.1107,-108.6675,11269.98,61.54,258.04,0.65,,11902.44,False,1752883477,False,0
2025-07-18T18:04:47.917743,a67ef1,N5178S  ,40.0892,-104.733,1981.2,112.7,54.65,0.33,,1988.82,False,1752883477,False,0
2025-07-18T18:04:47.917743,a04a4d,,40.7865,-103.3695,10668,96.44,256.79,0,,11277.6,False,1752883471,False,0
2025-07-18T18:04:47.917743,a13624,CXK430  ,38.6051,-104.3691,2537.46,31.94,46.68,-9.75,,2636.52,False,1752883471,False,0
2025-07-18T18:04:47.917743,ac4237,SWA4491 ,39.1002,-106.2967,8488.68,64.85,242.1,-9.1,,9037.32,False,1752883477,False,0
2025-07-18T18:04:47.917743,a3b1a0,,37.8845,-104.318,11590.02,255.8,213.86,0,,,False,1752883471,False,0
2025-07-18T18:04:47.917743,a2db21,SWA3759 ,40.062,-102.0933,10668,82.49,255.82,0,,11833.86,False,1752883471,False,0
2025-07-18T18:04:47.917743,ac3053,,38.5548,-107.6887,11277.6,73.66,257.86,0,,11932.92,False,1752883477,False,0
2025-07-18T18:04:47.917743,aca685,N914LD  ,39.8433,-104.1128,13106.4,248.77,220.21,0,,13769.34,False,1752883477,False,0
2025-07-18T18:04:47.917743,a296e5,,40.6095,-104.7417,1737.36,107.21,60.86,-1.3,,1798.32,False,1752883471,False,0
2025-07-18T18:04:47.917743,a0b801,,39.0213,-102.1221,8869.68,117.3,252.4,3.9,,9410.7,False,1752883468,False,0
2025-07-18T18:04:47.917743,aaa68a,,38.7997,-104.2718,11582.4,256.31,204.38,0,,,False,1752883474,False,0
2025-07-18T18:04:47.917743,c0616c,POE669  ,40.7558,-104.756,10972.8,255.21,217.62,0,,11551.92,False,1752883477,False,0
2025-07-18T18:04:47.917743,a907a0,LN681HC ,39.6456,-105.3333,5905.5,247.15,166.92,8.78,,6271.26,False,1752883474,False,0
2025-07-18T18:04:47.917743,a98048,N711FG  ,37.545,-102.965,12496.8,137.23,234.08,0,,13213.08,False,1752883474,False,0
2025-07-18T18:04:47.917743,abfe52,N872FS  ,40.2906,-105.0461,2225.04,169.79,58.02,-1.3,,2331.72,False,1752883468,False,0
2025-07-18T18:04:47.917743,ac2fe4,,40.4947,-104.9318,1920.24,9.28,54.21,0,,1996.44,False,1752883477,False,0
2025-07-18T18:04:47.917743,a3f701,N3547L  ,39.6095,-104.8552,1866.9,178.23,49.92,-0.65,,1927.86,False,1752883477,False,0
2025-07-18T18:04:47.917743,a8bdcb,AIRCORE3,39.8972,-103.7219,19202.4,282.99,6.86,6.5,,20162.52,False,1752883471,False,0
2025-07-18T18:04:47.917743,ad0074,,38.3084,-106.04,10660.38,66.99,263.24,-0.65,,11285.22,False,1752883471,False,0
2025-07-18T18:04:47.917743,a25dcc,CXK461  ,39.3621,-104.6721,2598.42,9.46,28.16,-0.98,,2720.34,False,1752883477,False,0
2025-07-18T18:04:47.917743,a01f0d,,40.3268,-102.0079,10050.78,96.07,262.81,0,,10645.14,False,1752883474,False,0
2025-07-18T18:04:47.917743,a7f7a0,,38.6641,-104.6851,2369.82,359.4,97.75,0.33,,2468.88,False,1752883464,False,0
2025-07-18T18:04:47.917743,a17389,,39.1897,-103.1504,5661.66,102.76,123.43,2.93,,5951.22,False,1752883468,False,0
2025-07-18T18:04:47.917743,ac2c56,,37.1517,-102.7739,10972.8,249.13,210.86,0,,,False,1752883461,False,0
2025-07-18T18:04:47.917743,aaeae9,N802SP  ,38.4461,-104.5975,2682.24,340.71,43.6,1.3,,,False,1752883471,False,0
2025-07-18T18:04:47.917743,a9ab72,,38.685,-105.0643,11277.6,52.17,265.08,0.33,,11955.78,False,1752883477,False,0
2025-07-18T18:04:47.917743,a5ec61,ASA233  ,38.2861,-104.0713,10668,65.69,263.63,0,,11315.7,False,1752883474,False,0
2025-07-18T18:04:47.917743,a949a4,NKS1062 ,38.3652,-108.0001,10980.42,249.64,212.91,0.33,,11628.12,False,1752883477,False,0
2025-07-18T18:04:47.917743,a0fbb7,,38.986,-102.6713,10553.7,288.35,215.72,-4.55,,,False,1752883461,False,0
2025-07-18T18:05:00.362069,a4d7e4,,39.2837,-105.7352,10058.4,133.76,252.88,0,,,False,1752883455,False,0
2025-07-18T18:05:00.362069,a2bb10,,40.227,-102.4803,9448.8,78.67,264.43,0,,9989.82,False,1752883464,False,0
2025-07-18T18:05:00.362069,adb8c0,,39.1678,-104.7216,2979.42,62.35,36.59,0.65,,3124.2,False,1752883461,False,0
2025-07-18T18:05:00.362069,a47332,N386SP  ,40.0397,-105.1506,2125.98,39.81,44.2,1.63,,2209.8,False,1752883461,False,0
2025-07-18T18:05:00.362069,a6ae97,,39.7793,-105.2197,2209.8,178.47,57.64,-1.3,,2293.62,False,1752883281,False,0
2025-07-18T18:05:00.362069,a1272d,,38.4206,-106.4312,10668,94,258.36,0,,11315.7,False,1752883183,False,0
2025-07-18T18:05:00.362069,a2248e,N237X   ,39.9747,-104.861,13106.4,263.05,229.59,0,,13723.62,False,1752883464,False,0
2025-07-18T18:05:00.362069,c07f02,WJA1572 ,38.1746,-104.2019,11887.2,158.08,230.13,0,,12580.62,False,1752883471,False,0
2025-07-18T18:05:00.362069,a76f87,UAL688  ,37.5662,-108.1748,10698.48,68.99,268.37,4.23,,11308.08,False,1752883465,False,0
2025-07-18T18:05:00.362069,a5e6c3,N48FF   ,40.1636,-105.0967,2072.64,46.79,46.58,2.93,,2141.22,False,1752883458,False,0
2025-07-18T18:05:00.362069,a1afcf,,40.0071,-106.3553,7909.56,273.56,174.22,4.55,,8343.9,False,1752883471,False,0
2025-07-18T18:05:00.362069,a4095f,,38.3298,-104.2874,11887.2,72.34,276.42,0,,12588.24,False,1752883471,False,0
2025-07-18T18:05:00.362069,a43e5e,UAL1776 ,39.2096,-106.7467,11285.22,66.32,256.16,0.33,,11940.54,False,1752883471,False,0
2025-07-18T18:05:00.362069,a86407,,37.1541,-106.5863,12893.04,304.17,240,5.2,,13616.94,False,1752883464,False,0
2025-07-18T18:05:00.362069,aaaa64,SWA2513 ,38.2427,-108.5759,11887.2,63.76,245.48,0,,12550.14,False,1752883471,False,0
2025-07-18T18:05:00.362069,ae4ed7,,38.6939,-104.7571,1973.58,175.5,45.93,-3.9,,1897.38,False,1752883469,False,0
2025-07-18T18:05:00.362069,acedf5,JSX9408 ,39.5538,-104.7382,5646.42,162.47,196.38,6.18,,5989.32,False,1752883468,False,0
2025-07-18T18:05:00.362069,a6bf31,,39.3752,-104.7572,2346.96,171.06,46.35,0.33,,2461.26,False,1752883444,False,0
2025-07-18T18:05:00.362069,a351c1,,40.4837,-104.5057,1905,126.64,77.58,2.93,,1958.34,False,1752883471,False,0
2025-07-18T18:05:00.362069,a67ef1,N5178S  ,40.0895,-104.7343,1981.2,104.3,54.15,0,,1988.82,False,1752883464,False,0
2025-07-18T18:05:00.362069,a04a4d,,40.7865,-103.3695,10668,96.44,256.79,0,,11277.6,False,1752883471,False,0
2025-07-18T18:05:00.362069,a13624,CXK430  ,38.6051,-104.3691,2537.46,31.94,46.68,-9.75,,2636.52,False,1752883471,False,0
2025-07-18T18:05:00.362069,ac4237,SWA4491 ,39.0978,-106.3034,8511.54,64.79,243.94,-8.78,,9052.56,False,1752883471,False,0
2025-07-18T18:05:00.362069,a3b1a0,,37.8845,-104.318,11590.02,255.8,213.86,0,,,False,1752883471,False,0
2025-07-18T18:05:00.362069,a2db21,SWA3759 ,40.062,-102.0933,10668,82.49,255.82,0,,11833.86,False,1752883471,False,0
2025-07-18T18:05:00.362069,aca685,N914LD  ,39.8455,-104.1057,13106.4,248.94,220.5,0,,13769.34,False,1752883471,False,0
2025-07-18T18:05:00.362069,a296e5,,40.6095,-104.7417,1737.36,107.21,60.86,-1.3,,1798.32,False,1752883471,False,0
2025-07-18T18:05:00.362069,a0b801,,39.0213,-102.1221,8869.68,117.3,252.4,3.9,,9410.7,False,1752883468,False,0
2025-07-18T18:05:00.362069,a907a0,LN681HC ,39.6459,-105.3326,5905.5,247.31,166.72,9.75,,6271.26,False,1752883471,False,0
2025-07-18T18:05:00.362069,a98048,,37.5492,-102.9699,12496.8,137.23,234.08,0,,13213.08,False,1752883471,False,0
2025-07-18T18:05:00.362069,abfe52,N872FS  ,40.2906,-105.0461,2225.04,169.79,58.02,-1.3,,2331.72,False,1752883468,False,0
2025-07-18T18:05:00.362069,a3f701,N3547L  ,39.6141,-104.8555,1889.76,177.17,52.02,-3.25,,1958.34,False,1752883471,False,0
2025-07-18T18:05:00.362069,a8bdcb,AIRCORE3,39.8972,-103.7219,19202.4,282.99,6.86,6.5,,20162.52,False,1752883471,False,0
2025-07-18T18:05:00.362069,ad0074,,38.3084,-106.04,10660.38,66.99,263.24,-0.65,,11285.22,False,1752883471,False,0
2025-07-18T18:05:00.362069,a25dcc,CXK461  ,39.3603,-104.6727,2583.18,12.93,32.2,-0.33,,2712.72,False,1752883471,False,0
2025-07-18T18:05:00.362069,a01f0d,,40.3268,-102.0079,10050.78,96.07,262.81,0,,10645.14,False,1752883474,False,0
2025-07-18T18:05:00.362069,a7f7a0,,38.6641,-104.6851,2369.82,359.4,97.75,0.33,,2468.88,False,1752883464,False,0
2025-07-18T18:05:00.362069,a17389,,39.1897,-103.1504,5661.66,102.76,123.43,2.93,,5951.22,False,1752883468,False,0
2025-07-18T18:05:00.362069,ac2c56,,37.1517,-102.7739,10972.8,249.13,210.86,0,,,False,1752883461,False,0
2025-07-18T18:05:00.362069,aaeae9,N802SP  ,38.4461,-104.5975,2682.24,340.71,43.6,1.3,,,False,1752883471,False,0
2025-07-18T18:05:00.362069,a9ab72,,38.6841,-105.0657,11277.6,52.11,264.67,0.33,,,False,1752883471,False,0
2025-07-18T18:05:00.362069,a5ec61,,38.2861,-104.0713,10668,65.69,263.63,0,,11315.7,False,1752883471,False,0
2025-07-18T18:05:00.362069,a949a4,NKS1062 ,38.3668,-107.9947,10980.42,249.64,212.91,0.33,,11628.12,False,1752883461,False,0
2025-07-18T18:05:00.362069,a0fbb7,,38.986,-102.6713,10553.7,288.35,215.72,-4.55,,,False,1752883461,False,0
2025-07-18T18:05:12.940249,a4d7e4,AAL1667 ,39.2797,-105.7298,10058.4,133.68,252.52,0,,10668,False,1752883487,False,0
2025-07-18T18:05:12.940249,a2bb10,SWA3698 ,40.2301,-102.4603,9448.8,78.67,264.43,0,,10492.74,False,1752883496,False,0
2025-07-18T18:05:12.940249,adb8c0,,39.1678,-104.7216,2979.42,59.04,36,1.3,,3124.2,False,1752883483,False,0
2025-07-18T18:05:12.940249,a4d8dc,,39.2263,-106.5209,13106.4,244.95,217.49,-0.65,,,False,1752883480,False,0
2025-07-18T18:05:12.940249,a47332,N386SP  ,40.0428,-105.1472,2148.84,39.63,42.75,1.3,,2240.28,False,1752883493,False,0
2025-07-18T18:05:12.940249,ab5b2b,,39.6642,-104.6625,2529.84,0.46,127.59,-5.85,,3017.52,False,1752883493,False,0
2025-07-18T18:05:12.940249,a6ae97,,39.7793,-105.2197,2209.8,178.47,57.64,-1.3,,2293.62,False,1752883281,False,0
2025-07-18T18:05:12.940249,a4c2f8,AAL3283 ,38.4037,-107.076,10058.4,78.6,260.3,0.33,,10675.62,False,1752883493,False,0
2025-07-18T18:05:12.940249,ac4888,SWA3254 ,40.5912,-105.5712,6210.3,145.55,236.44,0,,6781.8,False,1752883493,False,0
2025-07-18T18:05:12.940249,a465df,,39.3636,-103.8449,5532.12,304.08,190.06,-11.7,,5882.64,False,1752883488,False,0
2025-07-18T18:05:12.940249,a69415,N523AB  ,40.1344,-105.1484,1836.42,94.13,50.03,0,,1874.52,False,1752883483,False,0
2025-07-18T18:05:12.940249,ac287c,,39.8726,-105.0697,11277.6,86.09,264.01,0,,11917.68,False,1752883486,False,0
2025-07-18T18:05:12.940249,a2248e,N237X   ,39.9747,-104.861,13106.4,263.05,229.59,0,,13723.62,False,1752883464,False,0
2025-07-18T18:05:12.940249,a03f1e,,40.9445,-103.5783,10668,57.76,253.63,-0.33,,,False,1752883486,False,0
2025-07-18T18:05:12.940249,c07f02,WJA1572 ,38.0986,-104.1632,11887.2,158.22,228.79,0.33,,12580.62,False,1752883496,False,0
2025-07-18T18:05:12.940249,a76f87,UAL688  ,37.5703,-108.1516,10698.48,77.64,264.38,0.33,,11330.94,False,1752883490,False,0
2025-07-18T18:05:12.940249,a5e6c3,N48FF   ,40.1643,-105.0959,2072.64,46.79,46.58,2.6,,2148.84,False,1752883496,False,0
2025-07-18T18:05:12.940249,a9ec98,,39.8089,-104.5326,1920.24,271.15,51.45,-1.3,,1973.58,False,1752883493,False,0
2025-07-18T18:05:12.940249,abf1f0,N869TA  ,39.4965,-104.6063,2240.28,58.39,47.12,2.6,,2324.1,False,1752883496,False,0
2025-07-18T18:05:12.940249,a1afcf,TTE208  ,40.0076,-106.3647,7932.42,273.38,174.7,4.55,,8389.62,False,1752883490,False,0
2025-07-18T18:05:12.940249,a4095f,,38.3298,-104.2874,11887.2,72.34,276.42,0,,12588.24,False,1752883471,False,0
2025-07-18T18:05:12.940249,a43e5e,UAL1776 ,39.2096,-106.7467,11285.22,66.21,256.37,0.33,,11940.54,False,1752883496,False,0
2025-07-18T18:05:12.940249,a86407,N64MT   ,37.1558,-106.5894,12900.66,304.17,240,5.2,,13624.56,False,1752883493,False,0
2025-07-18T18:05:12.940249,adc17b,,39.8698,-104.5499,2407.92,116.48,146.55,4.88,,,False,1752883483,False,0
2025-07-18T18:05:12.940249,ae4ed7,,38.6939,-104.7571,1973.58,175.5,45.93,-3.9,,1897.38,False,1752883469,False,0
2025-07-18T18:05:12.940249,ad7813,N967VS  ,39.6541,-104.9647,2141.22,115.46,71.79,0.33,,2240.28,False,1752883488,False,0
2025-07-18T18:05:12.940249,a389e7,WLDLD27 ,39.3792,-104.8531,2705.1,182.02,116.85,-2.6,,2842.26,False,1752883483,False,0
2025-07-18T18:05:12.940249,acedf5,JSX9408 ,39.5423,-104.7335,5684.52,162.7,197.21,6.18,,6035.04,False,1752883496,False,0
2025-07-18T18:05:12.940249,a6bf31,,39.3752,-104.7572,2346.96,171.06,46.35,0.33,,2461.26,False,1752883444,False,0
2025-07-18T18:05:12.940249,a7cc8f,,40.5882,-105.0088,1615.44,78.56,44.09,1.3,,,False,1752883496,False,0
2025-07-18T18:05:12.940249,a351c1,,40.4819,-104.5025,1905,126.56,76.86,0.98,,1965.96,False,1752883496,False,0
2025-07-18T18:05:12.940249,aaf260,,39.1136,-108.6609,11269.98,61.54,258.04,0.65,,11902.44,False,1752883490,False,0
2025-07-18T18:05:12.940249,a67ef1,N5178S  ,40.0907,-104.6385,1950.72,105.47,59.78,-7.8,,1958.34,False,1752883496,False,0
2025-07-18T18:05:12.940249,a04a4d,,40.7865,-103.3695,10668,96.44,256.79,0,,11277.6,False,1752883471,False,0
2025-07-18T18:05:12.940249,a04a79,N118FS  ,40.8587,-104.7415,2468.88,47.54,65.54,-0.33,,2575.56,False,1752883483,False,0
2025-07-18T18:05:12.940249,a13624,CXK430  ,38.6067,-104.3677,2491.74,36.87,48.87,-9.1,,2613.66,False,1752883496,False,0
2025-07-18T18:05:12.940249,ad8892,,37.1604,-104.2684,11277.6,78.78,256.46,0.33,,12001.5,False,1752883496,False,0
2025-07-18T18:05:12.940249,a3b1a0,,37.8845,-104.318,11590.02,255.8,213.86,0,,,False,1752883471,False,0
2025-07-18T18:05:12.940249,a2db21,SWA3759 ,40.0637,-102.0765,10668,82.6,255.75,0,,11269.98,False,1752883493,False,0
2025-07-18T18:05:12.940249,ac3053,,38.5552,-107.6873,11277.6,73.69,258.35,0,,11932.92,False,1752883490,False,0
